#TYPE System.Management.Automation.PSCustomObject
"11097.003","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\DVN-FY2017.CSV","End Processing"
"2.4859","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\DWDP-FY2017.CSV","Start Processing"
"11774.8056","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\DWDP-FY2017.CSV","End Processing"
"0.5036","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\DXC-FY2017.CSV","Start Processing"
"11288.7642","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\DXC-FY2017.CSV","End Processing"
#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"23.4988","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\EXC-FY2017.CSV","Start Processing"
"14934.2272","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\EXC-FY2017.CSV","End Processing"
"0.4985","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\EXPD-FY2017.CSV","Start Processing"
"10894.5044","253","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\EXPD-FY2017.CSV","End Processing"
"0.4573","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\EXPE-FY2017.CSV","Start Processing"
"11884.2841","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\EXPE-FY2017.CSV","End Processing"
"1.0003","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\EXR-FY2017.CSV","Start Processing"
"11108.2627","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\EXR-FY2017.CSV","End Processing"
#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"10.003","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\FOXA-FY2017.CSV","Start Processing"
"15462.7261","253","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\FOXA-FY2017.CSV","End Processing"
"0.4996","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\FRT-FY2017.CSV","Start Processing"
"11107.5009","254","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\FRT-FY2017.CSV","End Processing"
"0.5156","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\FTI-FY2017.CSV","Start Processing"
"11767.821","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\FTI-FY2017.CSV","End Processing"
"0.4814","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\FTV-FY2017.CSV","Start Processing"
"11157.2474","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\FTV-FY2017.CSV","End Processing"
#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"32.0004","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\GRMN-FY2017.CSV","Start Processing"
"19075.0041","257","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\GRMN-FY2017.CSV","End Processing"
"0.5069","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\GS-FY2017.CSV","Start Processing"
"11505.7254","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\GS-FY2017.CSV","End Processing"
"1.9879","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\GT-FY2017.CSV","Start Processing"
"12003.3135","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\GT-FY2017.CSV","End Processing"
"1.0218","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\GWW-FY2017.CSV","Start Processing"
"11704.7669","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\GWW-FY2017.CSV","End Processing"
#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"10.4986","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\HSIC-FY2017.CSV","Start Processing"
"14786.2334","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\HSIC-FY2017.CSV","End Processing"
"0.4978","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\HST-FY2017.CSV","Start Processing"
"10627.5028","254","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\HST-FY2017.CSV","End Processing"
"0.4675","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\HSY-FY2017.CSV","Start Processing"
"11783.2824","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\HSY-FY2017.CSV","End Processing"
"0.4803","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\HUM-FY2017.CSV","Start Processing"
"10812.7448","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\HUM-FY2017.CSV","End Processing"
#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"10.516","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\ISRG-FY2017.CSV","Start Processing"
"15286.7238","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\ISRG-FY2017.CSV","End Processing"
"0.5017","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\IT-FY2017.CSV","Start Processing"
"11429.5003","251","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\IT-FY2017.CSV","End Processing"
"0.5018","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\ITW-FY2017.CSV","Start Processing"
"11437.3215","254","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\ITW-FY2017.CSV","End Processing"
"0.4993","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\IVZ-FY2017.CSV","Start Processing"
"11444.2638","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\IVZ-FY2017.CSV","End Processing"
#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"17.0018","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\JNJ-FY2017.CSV","Start Processing"
"16095.0086","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\JNJ-FY2017.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\JNPR-FY2017.CSV","Start Processing"
"10745.7189","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\JNPR-FY2017.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\JPM-FY2017.CSV","Start Processing"
"11492.0001","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\JPM-FY2017.CSV","End Processing"
"1.0028","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\JWN-FY2017.CSV","Start Processing"
"11304.8474","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\JWN-FY2017.CSV","End Processing"
#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"16.4989","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\KORS-FY2017.CSV","Start Processing"
"15989.2228","251","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\KORS-FY2017.CSV","End Processing"
"0.5029","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\KR-FY2017.CSV","Start Processing"
"11443.0005","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\KR-FY2017.CSV","End Processing"
"0.497","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\KSS-FY2017.CSV","Start Processing"
"12587.3468","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\KSS-FY2017.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\KSU-FY2017.CSV","Start Processing"
"10085.5651","254","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\KSU-FY2017.CSV","End Processing"
#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"10.0074","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\LRCX-FY2017.CSV","Start Processing"
"13548.2302","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\LRCX-FY2017.CSV","End Processing"
"0.4945","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\LUK-FY2017.CSV","Start Processing"
"11475.005","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\LUK-FY2017.CSV","End Processing"
"1.4905","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\LUV-FY2017.CSV","Start Processing"
"11940.3067","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\LUV-FY2017.CSV","End Processing"
"0.5025","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\LYB-FY2017.CSV","Start Processing"
"11358.7723","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\LYB-FY2017.CSV","End Processing"
#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"10.0001","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\MTB-FY2017.CSV","Start Processing"
"14467.2258","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\MTB-FY2017.CSV","End Processing"
"0.4981","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\MTD-FY2017.CSV","Start Processing"
"11517.9966","251","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\MTD-FY2017.CSV","End Processing"
"0.4996","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\MU-FY2017.CSV","Start Processing"
"12368.8489","251","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\MU-FY2017.CSV","End Processing"
"0.9981","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\MYL-FY2017.CSV","Start Processing"
"11546.9378","251","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\MYL-FY2017.CSV","End Processing"
#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"19.4987","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\NVDA-FY2017.CSV","Start Processing"
"15099.2253","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\NVDA-FY2017.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\NWL-FY2017.CSV","Start Processing"
"10657.0016","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\NWL-FY2017.CSV","End Processing"
"0.4952","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\NWS-FY2017.CSV","Start Processing"
"10943.8207","253","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\NWS-FY2017.CSV","End Processing"
"0.4824","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\NWSA-FY2017.CSV","Start Processing"
"10954.2455","253","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\NWSA-FY2017.CSV","End Processing"
#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"10.4971","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\OMC-FY2017.CSV","Start Processing"
"17251.2207","254","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\OMC-FY2017.CSV","End Processing"
"0.4934","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\ORCL-FY2017.CSV","Start Processing"
"12291.9937","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\ORCL-FY2017.CSV","End Processing"
"0.4996","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\ORLY-FY2017.CSV","Start Processing"
"11837.3427","251","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\ORLY-FY2017.CSV","End Processing"
"0.5","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\OXY-FY2017.CSV","Start Processing"
"12056.7624","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\OXY-FY2017.CSV","End Processing"
#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"15.499","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\PWR-FY2017.CSV","Start Processing"
"13859.2205","251","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\PWR-FY2017.CSV","End Processing"
"0.5021","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\PX-FY2017.CSV","Start Processing"
"10338.0023","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\PX-FY2017.CSV","End Processing"
"0.9912","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\PXD-FY2017.CSV","Start Processing"
"11437.8112","253","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\PXD-FY2017.CSV","End Processing"
"0.5015","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\PYPL-FY2017.CSV","Start Processing"
"10724.2671","251","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\PYPL-FY2017.CSV","End Processing"
#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"10.0008","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2016\QCOM-FY2016.CSV","Start Processing"
"14390.7283","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2016\QCOM-FY2016.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2016\QRVO-FY2016.CSV","Start Processing"
"11438.5037","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2016\QRVO-FY2016.CSV","End Processing"
"21.5029","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\QCOM-FY2017.CSV","Start Processing"
"11537.8498","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\QCOM-FY2017.CSV","End Processing"
"1.5101","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\QRVO-FY2017.CSV","Start Processing"
"10437.5446","251","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\QRVO-FY2017.CSV","End Processing"
#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"9.4997","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\ROST-FY2017.CSV","Start Processing"
"15205.7241","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\ROST-FY2017.CSV","End Processing"
"0.5174","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\RRC-FY2017.CSV","Start Processing"
"11194.5031","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\RRC-FY2017.CSV","End Processing"
"0.9977","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\RSG-FY2017.CSV","Start Processing"
"11684.8185","254","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\RSG-FY2017.CSV","End Processing"
"0.4989","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\RTN-FY2017.CSV","Start Processing"
"10720.2739","254","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\RTN-FY2017.CSV","End Processing"
#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"12.9995","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\SYF-FY2017.CSV","Start Processing"
"13630.2284","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\SYF-FY2017.CSV","End Processing"
"0.5014","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\SYK-FY2017.CSV","Start Processing"
"11767.0038","254","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\SYK-FY2017.CSV","End Processing"
"0.4971","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\SYMC-FY2017.CSV","Start Processing"
"11171.3428","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\SYMC-FY2017.CSV","End Processing"
"0.5021","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\SYY-FY2017.CSV","Start Processing"
"10353.5465","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\SYY-FY2017.CSV","End Processing"
#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"10.5004","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\TSS-FY2017.CSV","Start Processing"
"12925.2223","254","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\TSS-FY2017.CSV","End Processing"
"0.4985","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\TWX-FY2017.CSV","Start Processing"
"12652.5015","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\TWX-FY2017.CSV","End Processing"
"1.9882","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\TXN-FY2017.CSV","Start Processing"
"11505.8698","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\TXN-FY2017.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\TXT-FY2017.CSV","Start Processing"
"9529.9203","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\TXT-FY2017.CSV","End Processing"
#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"10.9993","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\UPS-FY2017.CSV","Start Processing"
"12713.7247","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\UPS-FY2017.CSV","End Processing"
"0.4993","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\URI-FY2017.CSV","Start Processing"
"10926.0166","251","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\URI-FY2017.CSV","End Processing"
"0.4963","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\USB-FY2017.CSV","Start Processing"
"11607.3452","254","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\USB-FY2017.CSV","End Processing"
"2.4947","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\UTX-FY2017.CSV","Start Processing"
"9693.5634","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\UTX-FY2017.CSV","End Processing"
#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"14.0027","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\VRSN-FY2017.CSV","Start Processing"
"13213.7265","251","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\VRSN-FY2017.CSV","End Processing"
"0.4985","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\VRTX-FY2017.CSV","Start Processing"
"11209.9977","251","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\VRTX-FY2017.CSV","End Processing"
"0.5003","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\VTR-FY2017.CSV","Start Processing"
"10376.3448","254","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\VTR-FY2017.CSV","End Processing"
"0.5032","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\VZ-FY2017.CSV","Start Processing"
"8853.44","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\VZ-FY2017.CSV","End Processing"
#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"14.5242","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\WU-FY2017.CSV","Start Processing"
"13402.2234","254","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\WU-FY2017.CSV","End Processing"
"0.5018","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\WY-FY2017.CSV","Start Processing"
"10690.0027","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\WY-FY2017.CSV","End Processing"
"0.5007","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\WYN-FY2017.CSV","Start Processing"
"10828.3455","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\WYN-FY2017.CSV","End Processing"
"0.4971","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\WYNN-FY2017.CSV","Start Processing"
"9345.5694","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\WYNN-FY2017.CSV","End Processing"
#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"11.9995","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\XOM-FY2017.CSV","Start Processing"
"13042.2247","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\XOM-FY2017.CSV","End Processing"
"0.4988","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\XRAY-FY2017.CSV","Start Processing"
"11259.0094","254","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\XRAY-FY2017.CSV","End Processing"
"0.4971","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\XRX-FY2017.CSV","Start Processing"
"11405.3462","257","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\XRX-FY2017.CSV","End Processing"
"0.4828","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\XYL-FY2017.CSV","Start Processing"
"9448.5497","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\XYL-FY2017.CSV","End Processing"
#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"11.0004","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2016\ZTS-FY2016.CSV","Start Processing"
"11593.7258","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2016\ZTS-FY2016.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\ZBH-FY2017.CSV","Start Processing"
"11170.5066","254","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\ZBH-FY2017.CSV","End Processing"
"0.9908","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\ZION-FY2017.CSV","Start Processing"
"11480.3379","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\ZION-FY2017.CSV","End Processing"
"1.0029","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\ZTS-FY2017.CSV","Start Processing"
"9978.566","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\ZTS-FY2017.CSV","End Processing"

